Brand,Model,Year,Mileage,Engine,Fuel_type,Transmission,Ext_col,Int_col,Accident,Clean_title,Price
Chevrolet,Silverado 1500 High Country,2020,88161,6.2L V8 16V GDI OHV,Gasoline,Automatic,Jet Black,Iridescent Pearl Tricoat,At least 1 accident or damage reported,Yes,48889
Toyota,4Runner SR5,2016,101900,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Black,Black,None reported,Yes,29000
Cadillac,Escalade ESV Luxury,2015,159500,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,18800
Subaru,Legacy 2.5i Premium,2015,68860,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,CVT Transmission,Beige,Silver,At least 1 accident or damage reported,Yes,15000
Tesla,Model 3 Long Range,2018,43000,271.0HP Electric Motor Electric Fuel System,,1-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,30499
Ford,Expedition EL XLT,2017,182000,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,16500
Tesla,Model Y Long Range,2022,21404,425.0HP Electric Motor Electric Fuel System,,A/T,White,White,None reported,Yes,49500
Ford,Expedition EL Limited,2017,81000,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27000
Chevrolet,Silverado 1500 LTZ,2021,62257,5.3L V8 16V GDI OHV,Gasoline,8-Speed Automatic,Gideon,Satin Steel Metallic,None reported,,42590
BMW,X5 xDrive40e,2016,91798,Electric,Hybrid,Automatic,Black,Alpine White,None reported,,22998
BMW,335 is,2011,82000,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,20000
Ford,F-150 XLT,2012,207100,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,15000
Land,Rover Range Rover Sport P400 SE Dynamic,2023,450,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,8-Speed A/T,Black,Blue,None reported,Yes,124000
Porsche,Panamera Edition,2016,77945,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Blue,At least 1 accident or damage reported,Yes,30000
Kia,Sorento Plug-In Hybrid SX,2022,15583,1.6L I4 16V GDI DOHC Turbo Hybrid,Hybrid,6-Speed Automatic,Gray,Aurora Black,None reported,,40599
BMW,M240 i,2017,37100,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,26125
Maserati,Quattroporte Base,2006,51000,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Beige,Blue,At least 1 accident or damage reported,Yes,18000
Ford,F-150 XLT,2017,94000,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,White,None reported,Yes,26000
Land,Rover Discovery S,2003,121886,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,White,At least 1 accident or damage reported,Yes,6000
Ford,F-250 XLT Crew Cab Super Duty,2008,157500,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Gray,Green,At least 1 accident or damage reported,Yes,15000
Ford,Taurus SHO,2014,138415,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,At least 1 accident or damage reported,Yes,15500
Land,Rover Range Rover Sport HSE,2012,110000,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,None reported,Yes,10200
Cadillac,Escalade Sport,2023,8532,3.0L I6 24V DDI DOHC Turbo Diesel,Diesel,10-Speed Automatic with Overdrive,Jet Black,Black Raven,None reported,,109900
GMC,Sierra 1500 SLT,2021,12941,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,At least 1 accident or damage reported,Yes,51500
BMW,335 i xDrive,2009,69764,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,19500
Porsche,911 Carrera 4S,2003,90000,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Silver,,,24000
Audi,Q5 S line Premium,2022,8193,2.0 Liter TFSI,Hybrid,Automatic,Black,Florett Silver,None reported,,42598
Lexus,RX 350 F Sport Performance,2020,43277,3.5L V6 24V PDI DOHC,Gasoline,8-Speed Automatic,Black,Caviar,None reported,,43599
Audi,S4 3.0T Premium Plus,2018,26500,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,38000
Chevrolet,Silverado 1500 LT,2019,36021,2.7L I4 16V GDI DOHC Turbo,Gasoline,Automatic,Jet Black,Cajun Red Tintcoat,,,35670
Chevrolet,Colorado Z71,2019,25462,3.6L V6 24V GDI DOHC,Gasoline,Automatic,Jet Black,Shadow Gray Metallic,None reported,,36139
Audi,A5 2.0T Prestige,2018,35850,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,White,None reported,Yes,33000
Mazda,Mazda3 s Sport,2008,77700,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Black,Red,None reported,Yes,6300
Jaguar,E-PACE 300 Sport,2021,23600,296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,9-Speed A/T,Black,Black,None reported,Yes,42999
Ferrari,GTC4Lusso T,2019,8870,3.9L V8 32V GDI DOHC Twin Turbo,Gasoline,7-Speed DCT Automatic,–,Nero Daytona,None reported,Yes,215000
Toyota,Celica GT,2001,122000,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Gray,Blue,None reported,Yes,7800
Ford,Excursion Limited 4WD,2003,245000,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Diesel,A/T,Beige,Black,At least 1 accident or damage reported,Yes,17999
Porsche,718 Spyder Base,2022,4700,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,White,None reported,Yes,134000
Subaru,WRX STI Base,2016,84100,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,M/T,Black,Gray,None reported,Yes,34000
Audi,A6 45 Premium Plus,2021,33000,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,A/T,Black,Black,None reported,Yes,40000
Tesla,Model S P100D,2018,10065,Electric,,1-Speed Automatic,White,Red Multi,None reported,,59999
Mercedes-Benz,AMG GT R,2018,3811,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,148500
Acura,RDX PMC Edition,2021,44457,2.0 Liter Turbo,Gasoline,2,Ebony,Majestic Black Pearl,None reported,,40598
Audi,S4 3.0T Premium Plus,2013,139355,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,20900
Lotus,Evora Base,2010,9100,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,White,Black,None reported,Yes,55000
Mercedes-Benz,S-Class S 560 4MATIC,2019,10500,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,9-Speed A/T,Brown,Silver,None reported,Yes,77900
Chevrolet,Silverado 1500 RST,2023,5006,5.3L V8 16V GDI OHV,Gasoline,10-Speed Automatic,Black,Dark Ash Metallic,None reported,,59590
Hyundai,Genesis Coupe 2.0T R-Spec,2013,55000,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Red,White,,,18000
BMW,M3 Competition,2021,33500,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Gray,None reported,Yes,71000
BMW,435 i,2014,126500,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,15000
Land,Rover Range Rover Evoque HSE Dynamic,2016,79000,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,9-Speed A/T,Red,Red,None reported,Yes,24000
Porsche,911 Targa 4 GTS,2018,19000,450.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Gray,None reported,Yes,145000
RAM,3500 Tradesman,2021,57000,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Diesel,6-Speed A/T,Gray,Blue,None reported,Yes,52000
BMW,X5 xDrive40i,2020,4880,3.0 Liter Turbo,Gasoline,Automatic,Black,White,None reported,,57998
Acura,NSX Base,2018,6523,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,Hybrid,9-Speed Automatic with Auto-Shift,Ebony,White,None reported,,143900
Mercedes-Benz,SL-Class SL500 Roadster,2005,127000,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Beige,White,None reported,Yes,14000
Lexus,SC 430 Base,2002,89500,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,15999
Chevrolet,Silverado 1500 Base,2000,97000,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,White,None reported,Yes,27500
Buick,Enclave Avenir,2021,31181,3.6L V6 24V GDI DOHC,Gasoline,9-Speed Automatic,Chestnut,Rich Garnet Metallic,At least 1 accident or damage reported,Yes,42442
Lexus,NX 300h Base,2020,16425,2.5L I4 16V MPFI DOHC Hybrid,Hybrid,Automatic CVT,Black,Gray,At least 1 accident or damage reported,,33200
Lexus,RX 350 RX 350 F SPORT Handling,2022,11238,3.5 Liter DOHC,Gasoline,Automatic,Black,Atomic Silver,None reported,,54798
Chevrolet,Avalanche 1500 LS,2005,97146,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,Transmission Overdrive Switch,Gray,Black,At least 1 accident or damage reported,Yes,7999
Mercedes-Benz,SL-Class SL400,2015,36670,3.0 Liter,Gasoline,Automatic,Tan,White,None reported,,39998
Chevrolet,Suburban Premier,2019,44800,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,52500
Ford,Transit-350 Base,2015,150000,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Black,At least 1 accident or damage reported,Yes,17100
INFINITI,QX60 Luxe,2020,38400,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Blue,None reported,Yes,32100
Bentley,Continental GTC Base,2008,7960,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,White,White,None reported,Yes,81500
Nissan,350Z Enthusiast,2007,117000,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,At least 1 accident or damage reported,Yes,9975
Rivian,R1S Adventure Package,2023,159,533.0HP Electric Motor Electric Fuel System,,A/T,Black,White,None reported,Yes,95500
McLaren,570S Base,2017,30200,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,139000
Nissan,Altima 2.5 SL,2012,91545,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,CVT Transmission,Black,Silver,None reported,Yes,8999
Land,Rover Range Rover 5.0L Supercharged,2015,110000,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,A/T,–,Black,At least 1 accident or damage reported,Yes,26499
BMW,X5 xDrive35i,2017,105100,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,23300
INFINITI,QX56 Base,2012,110000,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Beige,White,None reported,Yes,15600
Ford,F-150 XLT,2019,81778,3.5L V6 24V PDI DOHC Twin Turbo,Gasoline,Automatic,Medium Earth Gray,Black,None reported,Yes,32769
Lexus,RX 450h Base,2010,168422,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Hybrid,A/T,Beige,Black,At least 1 accident or damage reported,Yes,10900
Maserati,Ghibli S Q4 GranSport,2018,80500,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,34900
Volvo,XC90 T6 Momentum,2018,81200,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,28825
Lamborghini,Huracan EVO Base,2020,6246,5.2L V10 40V GDI DOHC,Gasoline,7-Speed Automatic with Auto-Shift,Nero Ade,Nero Noctis,None reported,Yes,267950
Jeep,Wrangler Unlimited Rubicon,2017,20172,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Gray,None reported,Yes,47500
Hummer,H2 Base,2005,145000,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,4-Speed A/T,Black,Green,None reported,Yes,22500
Ford,Flex Limited,2009,162000,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,7500
Porsche,718 Cayman GT4,2020,13554,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Blue,None reported,Yes,124995
Toyota,Camry XLE,2007,59700,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Gray,Green,None reported,Yes,9500
Mercedes-Benz,A-Class A 220 4MATIC,2020,30930,2.0L I4 16V GDI DOHC Turbo,Gasoline,7-Speed Automatic with Auto-Shift,Black,Midnight Black,None reported,,28900
BMW,335 i,2009,51983,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,White,Gray,None reported,Yes,19999
Chevrolet,Camaro 2SS,2022,22000,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Blue,None reported,Yes,50000
Volkswagen,ID.4 Pro S,2023,16800,295.0HP Electric Motor Electric Fuel System,,1-Speed A/T,Black,Gray,None reported,Yes,45000
Chevrolet,Silverado 2500 High Country,2022,16000,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Diesel,A/T,Black,Black,At least 1 accident or damage reported,Yes,73995
Nissan,Altima 2.5 SV,2020,22295,2.5L I4 16V GDI DOHC,Gasoline,Automatic CVT,Gray,Scarlet Ember,None reported,,23599
Bentley,Continental GT V8,2020,33000,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Beige,None reported,Yes,188500
Toyota,Sequoia Platinum,2023,1025,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Hybrid,10-Speed A/T,Black,Black,None reported,Yes,85000
Acura,TL Technology,2013,89190,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,15499
Toyota,Highlander Limited,2020,53550,3.5L V6 24V PDI DOHC,Gasoline,8-Speed Automatic,Gray,Blue,None reported,Yes,39687
Ford,Edge SEL,2021,56946,2.0L I4 16V GDI DOHC Turbo,Gasoline,8-Speed Automatic,Ebony,Silver,None reported,Yes,26299
Jaguar,F-TYPE R,2016,11684,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,54900
GMC,Yukon XL Denali,2018,45617,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,White,None reported,Yes,51000
Chevrolet,Suburban LT,2018,75466,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Gray,None reported,Yes,34500
Maserati,Levante GTS,2021,19513,3.8L V8 32V GDI DOHC Twin Turbo,Gasoline,8-Speed Automatic,Red / Black,Black,At least 1 accident or damage reported,Yes,84645
Subaru,Outback Limited,2021,15636,2.5L H4 16V GDI DOHC,Gasoline,Automatic CVT,Black,Crystal Black Silica,None reported,,33531
Mercedes-Benz,S-Class S 450,2018,69600,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,9-Speed A/T,Black,Black,None reported,Yes,40888
Mercedes-Benz,GL-Class GL 450,2011,138050,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,White,None reported,Yes,16500
Ford,F-250 Lariat,2017,132269,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,A/T,Black,Gray,None reported,Yes,35900
Hyundai,Palisade Limited,2020,45815,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Silver,None reported,Yes,37700
Ford,F-150 XLT,2021,25352,3.5L V6 24V PDI DOHC Twin Turbo,Gasoline,10-Speed Automatic,Black,Gray,None reported,Yes,48459
Mercedes-Benz,R-Class R 350 4MATIC,2008,120000,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Silver,None reported,Yes,8995
Chevrolet,Camaro 2SS,2018,75151,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,45000
Jeep,Wrangler Sport,2016,74139,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Red,None reported,Yes,23000
Chevrolet,1500 Cheyenne,1994,170443,–,–,A/T,–,Red,At least 1 accident or damage reported,Yes,6000
Jaguar,XJ6 Vanden Plas,1995,70000,–,–,A/T,–,Gold,None reported,Yes,19000
BMW,550 i xDrive,2012,68500,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17800
Lexus,GX 460 Luxury,2020,37366,4.6L V8 32V MPFI DOHC,Gasoline,6-Speed Automatic,–,White,,,51890
Tesla,Model S Long Range,2021,35315,670.0HP Electric Motor Electric Fuel System,,1-Speed A/T,Black,White,None reported,Yes,66900
Volkswagen,Jetta 1.4T SE,2017,61000,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,15995
Jeep,Grand Cherokee Limited,2022,12050,3.6L V6 24V MPFI DOHC,Gasoline,8-Speed Automatic,Global Black,Bright White Clearcoat,None reported,,41599
Jaguar,XK8 Base,2001,150000,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,White,Green,At least 1 accident or damage reported,Yes,9875
Porsche,Macan S,2016,46200,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,At least 1 accident or damage reported,Yes,41500
Mercedes-Benz,E-Class E 350,2014,88000,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,None reported,Yes,15500
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Silver,None reported,Yes,30089
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Beige,White,At least 1 accident or damage reported,Yes,47000
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,13999
Dodge,Dakota Sport,2002,150000,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,5500
Chevrolet,Camaro ZL1,2018,13500,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,54000
Hummer,H3 Base,2007,101750,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,12900
Honda,Odyssey EX-L,2022,18385,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Beige,Red,None reported,Yes,37950
Nissan,350Z Touring,2008,123500,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Beige,Gray,At least 1 accident or damage reported,Yes,13500
GMC,Savana 2500 Work Van,2017,117000,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,6-Speed A/T,Silver,Silver,None reported,Yes,38000
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Gray,None reported,Yes,13600
Lexus,GX 460 Premium,2020,22466,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,White,None reported,Yes,45900
Nissan,Titan XD SV,2017,80000,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Silver,None reported,Yes,23800
Chrysler,300 Touring,2020,23152,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,White,White,None reported,Yes,28250
Dodge,Charger R/T,2006,91300,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,–,Yellow,None reported,Yes,9200
Nissan,Pathfinder SL,2020,45000,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,CVT Transmission,Black,Black,None reported,Yes,28999
Rivian,R1S Launch Edition,2023,1885,835.0HP Electric Motor Electric Fuel System,,1-Speed A/T,White,Green,None reported,Yes,93500
Ford,Explorer Platinum,2018,73049,3.5L V6 24V GDI DOHC Twin Turbo,Gasoline,6-Speed Automatic,Ebony Black,Gray,At least 1 accident or damage reported,Yes,30510
Nissan,Titan SV,2021,7250,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,9-Speed A/T,Black,Black,None reported,Yes,38000
Jaguar,E-PACE S,2019,44000,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,29000
Ford,F-150 FX4,2014,85500,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900
GMC,Acadia Denali,2021,18083,3.6L V6 24V GDI DOHC,Gasoline,9-Speed Automatic,Jet Black,Ebony Twilight Metallic,None reported,Yes,43999
Lamborghini,Murcielago Base,2005,22703,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,Gasoline,M/T,Black,Black,None reported,Yes,220000
Chevrolet,Camaro 1LT,2011,111000,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Blue,None reported,Yes,10900
GMC,Acadia SLT-2,2013,115000,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Brown,White,None reported,Yes,14000
Chevrolet,Malibu Premier,2021,33400,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,28000
Toyota,Sequoia SR5,2007,136000,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Black,None reported,Yes,12500
Lexus,IS 350 F Sport,2021,26800,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Red,Black,None reported,Yes,44000
Tesla,Model Y Performance,2022,30000,455.0HP Electric Motor Electric Fuel System,,A/T,White,White,None reported,Yes,51999
Dodge,Challenger SRT8,2008,251634,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,None reported,Yes,10500
Chrysler,300 Touring,2005,119000,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Blue,None reported,Yes,3500
Cadillac,Escalade Sport Platinum,2021,28121,6.2L V8 16V GDI OHV,Gasoline,10-Speed Automatic,Jet Black,Black Raven,None reported,,89000
Chrysler,Town & Country Touring,2009,111000,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Blue,None reported,Yes,7900
Mazda,CX-5 Touring,2016,116500,2.5L I4 16V GDI DOHC,Gasoline,6-Speed Automatic,Black,Blue Reflex Mica,None reported,Yes,14311
Acura,TL 3.2,2005,199296,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Black,None reported,Yes,4900
Chevrolet,Corvette Z06 w/2LZ,2023,202,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Red,White,None reported,Yes,179000
Tesla,Model Y Performance,2021,11200,455.0HP Electric Motor Electric Fuel System,,1-Speed A/T,Black,White,None reported,Yes,47500
